"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 11:48:35 GMT 2022","Wed Oct 26 11:48:36 GMT 2022","1177","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone numbers in the “Calling from overseas?” section","Checking the phone numbers in the “Calling from overseas?” section",""
"passed","Wed Oct 26 11:50:03 GMT 2022","Wed Oct 26 11:50:06 GMT 2022","3590","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the number in the “Your savings” section after typing the “100000” number in the “Local Numbers” input and in the “Toll-free Numbers” input","Checking the number in the “Your savings” section after typing the “100000” number in the “Local Numbers” input and in the “Toll-free Numbers” input",""
"passed","Wed Oct 26 11:49:03 GMT 2022","Wed Oct 26 11:49:10 GMT 2022","6851","","Testing the sign in page","","Testing the sign in page","Checking the login with a randomly generated email and password","Checking the login with a randomly generated email and password",""
"passed","Wed Oct 26 11:49:22 GMT 2022","Wed Oct 26 11:49:22 GMT 2022","855","","Testing the main page","","Testing the main page","Checking the year in the copyright message in the footer","Checking the year in the copyright message in the footer",""
"passed","Wed Oct 26 11:48:45 GMT 2022","Wed Oct 26 11:48:48 GMT 2022","3284","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the hoverable dropdown menu","Clicking the “See all Pricing” link in the hoverable dropdown menu",""
"passed","Wed Oct 26 11:49:13 GMT 2022","Wed Oct 26 11:49:17 GMT 2022","4149","","Testing the registration page","","Testing the registration page","Checking the registration with blank inputs","Checking the registration with blank inputs",""
"passed","Wed Oct 26 11:49:08 GMT 2022","Wed Oct 26 11:49:11 GMT 2022","2427","","Testing the main page","","Testing the main page","The “Connect on LinkedIn” link in the footer","The “Connect on LinkedIn” link in the footer",""
"passed","Wed Oct 26 11:49:13 GMT 2022","Wed Oct 26 11:49:15 GMT 2022","2468","","Testing the main page","","Testing the main page","The “Follow on Facebook” link in the footer","The “Follow on Facebook” link in the footer",""
"passed","Wed Oct 26 11:48:42 GMT 2022","Wed Oct 26 11:48:45 GMT 2022","2718","","Testing the main page","","Testing the main page","Clicking the “Start your free trial” button on the bottom of the homepage redirects to the sign up page","Clicking the “Start your free trial” button on the bottom of the homepage redirects to the sign up page",""
"passed","Wed Oct 26 11:49:15 GMT 2022","Wed Oct 26 11:49:22 GMT 2022","6540","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the “hamburger menu”","Clicking the “See all Pricing” link in the “hamburger menu”",""
"passed","Wed Oct 26 11:48:52 GMT 2022","Wed Oct 26 11:48:59 GMT 2022","7139","","Testing the main page","","Testing the main page","Clicking the ""Try for free"" button redirects to the sign up page","Clicking the ""Try for free"" button redirects to the sign up page",""
"passed","Wed Oct 26 11:49:38 GMT 2022","Wed Oct 26 11:49:41 GMT 2022","2521","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “100001” number","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “100001” number",""
"passed","Wed Oct 26 11:49:03 GMT 2022","Wed Oct 26 11:49:08 GMT 2022","5110","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the hoverable dropdown menu","Clicking the “See all Pricing” link in the hoverable dropdown menu",""
"passed","Wed Oct 26 11:49:31 GMT 2022","Wed Oct 26 11:49:40 GMT 2022","9157","","Testing the sign in page","","Testing the sign in page","Checking the login with a randomly generated email and password","Checking the login with a randomly generated email and password",""
"passed","Wed Oct 26 11:48:56 GMT 2022","Wed Oct 26 11:49:03 GMT 2022","7085","","Testing the sign in page","","Testing the sign in page","Checking the login with empty fields","Checking the login with empty fields",""
"passed","Wed Oct 26 11:50:06 GMT 2022","Wed Oct 26 11:50:08 GMT 2022","2215","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the number in the “Your savings” section after typing the “0” number in the “Local Numbers” input and in the “Toll-free Numbers” input","Checking the number in the “Your savings” section after typing the “0” number in the “Local Numbers” input and in the “Toll-free Numbers” input",""
"passed","Wed Oct 26 11:48:40 GMT 2022","Wed Oct 26 11:48:43 GMT 2022","3372","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone number in the “Talk to our product experts” section","Checking the phone number in the “Talk to our product experts” section",""
"passed","Wed Oct 26 11:49:47 GMT 2022","Wed Oct 26 11:50:00 GMT 2022","12636","","Testing the registration page","","Testing the registration page","Checking the registration with valid random generated inputs","Checking the registration with valid random generated inputs",""
"passed","Wed Oct 26 11:49:44 GMT 2022","Wed Oct 26 11:49:47 GMT 2022","2991","","Testing the registration page","","Testing the registration page","Checking the registration with blank inputs","Checking the registration with blank inputs",""
"passed","Wed Oct 26 11:48:31 GMT 2022","Wed Oct 26 11:48:35 GMT 2022","3453","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone number in the “Talk to our product experts” section","Checking the phone number in the “Talk to our product experts” section",""
"passed","Wed Oct 26 11:48:49 GMT 2022","Wed Oct 26 11:48:49 GMT 2022","689","","Testing the main page","","Testing the main page","The “Follow on Twitter” link in the footer","The “Follow on Twitter” link in the footer",""
"passed","Wed Oct 26 11:48:59 GMT 2022","Wed Oct 26 11:49:03 GMT 2022","3970","","Testing the main page","","Testing the main page","Clicking the “Start your free trial” button on the bottom of the homepage redirects to the sign up page","Clicking the “Start your free trial” button on the bottom of the homepage redirects to the sign up page",""
"passed","Wed Oct 26 11:48:51 GMT 2022","Wed Oct 26 11:48:53 GMT 2022","2413","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the “hamburger menu”","Clicking the “See all Pricing” link in the “hamburger menu”",""
"passed","Wed Oct 26 11:48:53 GMT 2022","Wed Oct 26 11:48:54 GMT 2022","906","","Testing the main page","","Testing the main page","Checking the year in the copyright message in the footer","Checking the year in the copyright message in the footer",""
"passed","Wed Oct 26 11:49:26 GMT 2022","Wed Oct 26 11:49:31 GMT 2022","5078","","Testing the sign in page","","Testing the sign in page","Checking the login with empty fields","Checking the login with empty fields",""
"passed","Wed Oct 26 11:48:49 GMT 2022","Wed Oct 26 11:48:51 GMT 2022","1082","","Testing the main page","","Testing the main page","The “Follow on Facebook” link in the footer","The “Follow on Facebook” link in the footer",""
"skipped","Wed Oct 26 11:49:15 GMT 2022","Wed Oct 26 11:49:15 GMT 2022","0","","Testing the main page","","Testing the main page","Clicking the “Developer Docs” link in the “hamburger menu”","Clicking the “Developer Docs” link in the “hamburger menu”",""
"passed","Wed Oct 26 11:48:43 GMT 2022","Wed Oct 26 11:48:47 GMT 2022","3512","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone numbers in the “Calling from overseas?” section","Checking the phone numbers in the “Calling from overseas?” section",""
