"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 11:11:44 GMT 2022","Wed Oct 26 11:11:47 GMT 2022","3098","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the “hamburger menu”","Clicking the “See all Pricing” link in the “hamburger menu”",""
"passed","Wed Oct 26 11:11:41 GMT 2022","Wed Oct 26 11:11:42 GMT 2022","1050","","Testing the main page","","Testing the main page","The “Follow on Twitter” link in the footer","The “Follow on Twitter” link in the footer",""
"skipped","Wed Oct 26 11:12:12 GMT 2022","Wed Oct 26 11:12:12 GMT 2022","0","","Testing the main page","","Testing the main page","Clicking the “Developer Docs” link in the “hamburger menu”","Clicking the “Developer Docs” link in the “hamburger menu”",""
"passed","Wed Oct 26 11:12:09 GMT 2022","Wed Oct 26 11:12:22 GMT 2022","13166","","Testing the registration page","","Testing the registration page","Checking the registration with valid random generated inputs","Checking the registration with valid random generated inputs",""
"passed","Wed Oct 26 11:12:24 GMT 2022","Wed Oct 26 11:12:31 GMT 2022","7306","","Testing the sign in page","","Testing the sign in page","Checking the login with a randomly generated email and password","Checking the login with a randomly generated email and password",""
"passed","Wed Oct 26 11:12:29 GMT 2022","Wed Oct 26 11:12:32 GMT 2022","2419","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “100001” number","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “100001” number",""
"passed","Wed Oct 26 11:12:18 GMT 2022","Wed Oct 26 11:12:24 GMT 2022","5229","","Testing the sign in page","","Testing the sign in page","Checking the login with empty fields","Checking the login with empty fields",""
"passed","Wed Oct 26 11:11:41 GMT 2022","Wed Oct 26 11:11:45 GMT 2022","3331","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone number in the “Talk to our product experts” section","Checking the phone number in the “Talk to our product experts” section",""
"passed","Wed Oct 26 11:12:06 GMT 2022","Wed Oct 26 11:12:09 GMT 2022","2999","","Testing the registration page","","Testing the registration page","Checking the registration with blank inputs","Checking the registration with blank inputs",""
"passed","Wed Oct 26 11:12:15 GMT 2022","Wed Oct 26 11:12:15 GMT 2022","685","","Testing the main page","","Testing the main page","Checking the year in the copyright message in the footer","Checking the year in the copyright message in the footer",""
"passed","Wed Oct 26 11:12:08 GMT 2022","Wed Oct 26 11:12:09 GMT 2022","1440","","Testing the main page","","Testing the main page","The “Connect on LinkedIn” link in the footer","The “Connect on LinkedIn” link in the footer",""
"passed","Wed Oct 26 11:13:01 GMT 2022","Wed Oct 26 11:13:04 GMT 2022","2454","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “1” number and clicking the minus button","Checking the error below the “Local Numbers” and the “Toll-free Numbers” inputs after typing the “1” number and clicking the minus button",""
"passed","Wed Oct 26 11:12:38 GMT 2022","Wed Oct 26 11:12:50 GMT 2022","12471","","Testing the registration page","","Testing the registration page","Checking the registration with valid random generated inputs","Checking the registration with valid random generated inputs",""
"passed","Wed Oct 26 11:11:33 GMT 2022","Wed Oct 26 11:11:34 GMT 2022","1092","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone numbers in the “Calling from overseas?” section","Checking the phone numbers in the “Calling from overseas?” section",""
"passed","Wed Oct 26 11:11:57 GMT 2022","Wed Oct 26 11:12:04 GMT 2022","6583","","Testing the sign in page","","Testing the sign in page","Checking the login with a randomly generated email and password","Checking the login with a randomly generated email and password",""
"passed","Wed Oct 26 11:11:42 GMT 2022","Wed Oct 26 11:11:44 GMT 2022","1087","","Testing the main page","","Testing the main page","The “Follow on Facebook” link in the footer","The “Follow on Facebook” link in the footer",""
"skipped","Wed Oct 26 11:12:04 GMT 2022","Wed Oct 26 11:12:04 GMT 2022","0","","Testing the main page","","Testing the main page","Clicking the “Developer Docs” link in the hoverable dropdown menu","Clicking the “Developer Docs” link in the hoverable dropdown menu",""
"passed","Wed Oct 26 11:11:45 GMT 2022","Wed Oct 26 11:11:49 GMT 2022","4194","","Testing the “Talk to an expert” page","","Testing the “Talk to an expert” page","Checking the phone numbers in the “Calling from overseas?” section","Checking the phone numbers in the “Calling from overseas?” section",""
"passed","Wed Oct 26 11:11:47 GMT 2022","Wed Oct 26 11:11:48 GMT 2022","1420","","Testing the main page","","Testing the main page","Checking the year in the copyright message in the footer","Checking the year in the copyright message in the footer",""
"passed","Wed Oct 26 11:12:53 GMT 2022","Wed Oct 26 11:12:57 GMT 2022","4175","","Checking the “Savings Calculator” function","","Checking the “Savings Calculator” function","Checking the number in the “Your savings” section after typing the “100000” number in the “Local Numbers” input and in the “Toll-free Numbers” input","Checking the number in the “Your savings” section after typing the “100000” number in the “Local Numbers” input and in the “Toll-free Numbers” input",""
"passed","Wed Oct 26 11:11:39 GMT 2022","Wed Oct 26 11:11:41 GMT 2022","1956","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the hoverable dropdown menu","Clicking the “See all Pricing” link in the hoverable dropdown menu",""
"passed","Wed Oct 26 11:12:09 GMT 2022","Wed Oct 26 11:12:11 GMT 2022","1386","","Testing the main page","","Testing the main page","The “Follow on Twitter” link in the footer","The “Follow on Twitter” link in the footer",""
"passed","Wed Oct 26 11:12:04 GMT 2022","Wed Oct 26 11:12:08 GMT 2022","3762","","Testing the main page","","Testing the main page","Clicking the “See all Pricing” link in the hoverable dropdown menu","Clicking the “See all Pricing” link in the hoverable dropdown menu",""
